Hs Code,国家全称,Region,Income Group,2024年世界进口额,可用年平均增长率（AAGR）,2024年向中国进口金额占总进口额比重,2024年人均GDP,2024年治理水平,2023 Average Tariff Raw（%）,置信度,市场规模-标准得分,市场成长性-标准得分,市场成熟度-标准得分,营商环境质量-标准得分,中国供应链匹配度-标准得分,关税友好度-标准得分,市场质量-标准得分,稳健发展型_base_score,稳健发展型_final_score,潜力增长型_base_score,潜力增长型_final_score,国货蓝海型_base_score,国货蓝海型_final_score
841989,Albania,Europe & Central Asia,Upper middle income,2555.27,0.85,0.99,9442.0,55.25938775,0.0,2.0,29.5083,48.4733,52.4409,47.7388,100.0,100.0,50.08985,52.7066825,44.800680125,56.400885,47.94075225,80.23080999999999,73.8123452
841989,Andorra,Europe & Central Asia,High income,367.35,-0.13,,48432.0,76.990553,45.0,2.0,0.0,0.0,89.2445,82.337,,0.0,85.79075,,,,,,
841989,Angola,Sub-Saharan Africa,Lower middle income,25198.44,0.52,0.03,2371.0,40.8737194,0.0,1.0,64.4253,31.9873,21.341,24.8354,3.7736,100.0,23.0882,49.01713499999999,49.01713499999999,43.54553,43.54553,44.870205,44.870205
841989,Argentina,Latin America & Caribbean,Upper middle income,47727.73,0.03,0.09,13858.0,54.4269792,12.0,1.0,74.1714,7.4613,61.0776,46.4136,15.0943,23.0769,53.745599999999996,49.733329999999995,49.733329999999995,25.236534999999996,25.236534999999996,26.11697,26.11697
841989,Armenia,Europe & Central Asia,Upper middle income,5827.85,0.17,0.04,8722.0,53.18181515,0.0,2.0,42.0859,14.4717,50.6556,44.4311,5.6604,100.0,47.543350000000004,48.1004275,40.885363375,36.698355,31.19360175,43.114819999999995,39.665634399999995
841989,Aruba,Latin America & Caribbean,High income,470.45,0.65,0.09,35714.0,73.3457880166667,12.0,2.0,3.713,38.4861,82.3873,76.5342,15.0943,23.0769,79.46074999999999,37.17567249999999,31.59932162499999,28.097969999999997,23.883274499999995,26.296364999999998,24.1926558
841989,Australia,East Asia & Pacific,High income,193224.08,0.31,0.12,68583.0,83.153201,0.0,1.0,95.5085,21.4804,97.0756,92.1485,20.7547,100.0,94.61205,84.72796749999999,84.72796749999999,53.38109,53.38109,59.498259999999995,59.498259999999995
841989,Austria,Europe & Central Asia,High income,101403.62,0.06,0.05,57377.0,78.7659543666667,2.17,1.0,85.6704,8.9636,93.0596,85.1636,7.5472,86.0897,89.11160000000001,75.360875,75.360875,42.87164,42.87164,47.29117,47.29117
841989,Azerbaijan,Europe & Central Asia,Upper middle income,7086.91,0.65,0.11,7189.0,47.7258799666667,1.25,2.0,45.0702,38.4861,46.3048,35.7447,18.8679,91.9872,41.02475,48.7233175,41.414819875,44.617369999999994,37.924764499999995,48.58233499999999,44.6957482
841989,"Bahamas, The",Latin America & Caribbean,High income,1090.18,0.46,0.0,36749.0,67.1215922833333,45.0,2.0,16.5184,28.9863,83.0304,66.6246,0.0,0.0,74.8275,34.869695,29.63924075,20.105715,17.08985775,13.482534999999999,12.4039322
841989,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,1993.35,-0.45,0.11,28305.0,56.7693615666667,0.0,1.0,25.7205,0.0,77.1536,50.1429,18.8679,100.0,63.64825,47.2224575,47.2224575,32.10969,32.10969,45.540639999999996,45.540639999999996
841989,Belgium,Europe & Central Asia,High income,90217.93,0.04,0.06,56727.0,76.1162218,2.17,1.0,83.887,7.9621,92.8031,80.945,9.434,86.0897,86.87405,73.9477325,73.9477325,42.21853,42.21853,47.39923,47.39923
841989,Belize,Latin America & Caribbean,Upper middle income,1303.31,1.39,0.03,8233.0,54.88326505,5.0,1.0,19.2408,75.3436,49.3569,47.14,3.7736,67.9487,48.248450000000005,41.536582499999994,41.536582499999994,48.048325,48.048325,39.755835,39.755835
841989,Benin,Sub-Saharan Africa,Lower middle income,3678.36,1.62,0.03,1465.0,50.04557675,10.0,1.0,35.0655,86.7328,10.5087,39.4379,3.7736,35.8974,24.9733,35.260149999999996,35.260149999999996,45.670474999999996,45.670474999999996,31.10378,31.10378
841989,Bolivia,Latin America & Caribbean,Lower middle income,3444.62,0.0,0.12,3898.0,40.51303425,4.0,1.0,34.064,5.959,32.5287,24.2612,20.7547,74.359,28.39495,34.6481175,34.6481175,26.982015,26.982015,36.711589999999994,36.711589999999994
841989,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,3875.09,0.11,0.01,9074.0,47.4241911,10.0,2.0,35.8603,11.4674,51.5461,35.2644,0.0,35.8974,43.40525,34.2742925,29.133148625,20.912640000000003,17.775744000000003,20.415885,18.7826142
841989,Botswana,Sub-Saharan Africa,Upper middle income,1968.7,0.46,0.01,7789.0,64.8598461833333,0.0,2.0,25.5308,28.9863,48.1091,63.0237,0.0,100.0,55.5664,46.282650000000004,39.340252500000005,39.531465,33.60174524999999,42.457665000000006,39.06105180000001
841989,Brazil,Latin America & Caribbean,Upper middle income,145421.87,0.15,0.18,10279.0,50.9093833333333,12.0,1.0,91.1718,13.4703,54.3527,40.8132,32.0755,23.0769,47.58295,54.976502499999995,54.976502499999995,30.971600000000002,30.971600000000002,34.045514999999995,34.045514999999995
841989,Brunei,East Asia & Pacific,High income,9914.0,0.82,0.01,33263.0,67.4435937666667,0.0,1.0,50.192,46.9762,80.7869,67.1373,0.0,100.0,73.96209999999999,63.151554999999995,63.151554999999995,51.36668,51.36668,49.461839999999995,49.461839999999995
841989,Bulgaria,Europe & Central Asia,High income,14519.46,0.12,0.09,16506.0,56.3543963,2.17,1.0,56.0135,11.9681,65.0136,49.4822,15.0943,86.0897,57.2479,54.50646999999999,54.50646999999999,37.04302,37.04302,44.231269999999995,44.231269999999995
841989,Burkina Faso,Sub-Saharan Africa,Low income,2283.51,0.89,0.26,966.0,39.7831222,10.0,1.0,27.7932,50.4688,1.142,23.0991,47.1698,35.8974,12.12055,26.759792499999996,26.759792499999996,34.94157499999999,34.94157499999999,38.840345,38.840345
841989,Burundi,Sub-Saharan Africa,Low income,522.81,0.04,0.44,317.0,33.28616335,0.0,2.0,5.32,7.9621,0.0,12.7553,81.1321,100.0,6.37765,23.9469925,20.354943625,32.33571,27.4853535,60.760315000000006,55.899489800000005
841989,Cambodia,East Asia & Pacific,Lower middle income,8373.84,0.07,0.89,2663.0,41.3201718333333,0.0,1.0,47.616,9.4644,23.9544,25.5462,100.0,100.0,24.7503,46.27464499999999,46.27464499999999,42.92997,42.92997,73.65629,73.65629
841989,Cameroon,Sub-Saharan Africa,Lower middle income,3195.73,0.16,0.35,1816.0,35.33635815,10.0,2.0,32.9199,13.971,15.3407,16.0194,64.1509,35.8974,15.680050000000001,26.9992375,22.949351874999998,24.990409999999997,21.241848499999996,40.177679999999995,36.9634656
841989,Canada,North America,High income,228718.73,0.08,0.08,55553.0,80.6948209166667,0.0,1.0,98.0819,9.9651,92.3324,88.2345,13.2075,100.0,90.28345,82.58475750000001,82.58475750000001,48.549165,48.549165,54.953925000000005,54.953925000000005
841989,Chile,Latin America & Caribbean,High income,46138.25,0.05,0.3,16636.0,69.76376425,0.0,1.0,73.6546,8.4628,65.1902,70.8312,54.717,100.0,68.0107,68.164985,68.164985,46.282939999999996,46.282939999999996,64.5869,64.5869
841989,Colombia,Latin America & Caribbean,Upper middle income,33908.94,0.13,0.14,7843.0,50.0432358,0.0,1.0,68.9555,12.4688,48.2646,39.4342,24.5283,100.0,43.8494,56.95501,56.95501,41.545175,41.545175,51.735715,51.735715
841989,Comoros,Sub-Saharan Africa,Lower middle income,3.22,1.09,0.02,1818.0,37.0954695,10.0,2.0,0.0,60.4353,15.3655,18.8201,1.8868,35.8974,17.0928,17.504959999999997,14.879215999999998,30.229794999999996,25.695325749999995,22.204175,20.427841
841989,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,22367.57,1.43,0.21,668.0,27.4112052666667,20.0,2.0,62.6069,77.3271,0.0,3.4018,37.7358,0.0,1.7009,32.12723,27.3081455,40.399190000000004,34.3393115,31.237374999999997,28.738384999999997
841989,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,6394.0,5.62,0.01,2365.0,36.2473754166667,10.0,2.0,43.5004,100.0,21.284,17.4698,0.0,35.8974,19.3769,37.391664999999996,31.782915249999995,50.64223,43.0458955,32.05695,29.492394
841989,Costa Rica,Latin America & Caribbean,High income,14037.69,0.31,0.04,18566.0,68.4449775666667,0.0,1.0,55.4986,21.4804,67.6609,68.7316,5.6604,100.0,68.19624999999999,60.7242575,60.7242575,43.228595,43.228595,47.572685,47.572685
841989,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,5283.38,0.18,0.24,2714.0,47.3445076666667,10.0,1.0,40.5896,14.9724,24.3813,35.1376,43.3962,35.8974,29.75945,33.673827499999994,33.673827499999994,25.823825,25.823825,35.238655,35.238655
841989,Croatia,Europe & Central Asia,High income,15865.96,0.21,0.08,23843.0,63.8111137666667,2.17,1.0,57.3667,16.4744,73.292,61.354,13.2075,86.0897,67.32300000000001,58.86266500000001,58.86266500000001,39.642035,39.642035,45.389665,45.389665
