Hs Code,国家全称,Region,Income Group,2024年世界进口额,可用年平均增长率（AAGR）,2024年向中国进口金额占总进口额比重,2024年人均GDP,2024年治理水平,2023 Average Tariff Raw（%）,置信度,市场规模-标准得分,市场成长性-标准得分,市场成熟度-标准得分,营商环境质量-标准得分,中国供应链匹配度-标准得分,关税友好度-标准得分,市场质量-标准得分,稳健发展型_base_score,稳健发展型_final_score,潜力增长型_base_score,潜力增长型_final_score,国货蓝海型_base_score,国货蓝海型_final_score
731029,Albania,Europe & Central Asia,Upper middle income,1146.06,1.05,0.16,9442.0,55.25938775,15.0,1.0,33.6566,100.0,51.7907,47.7388,23.3918,40.0,49.76475,46.367062499999996,46.367062499999996,55.364145,55.364145,43.529265,43.529265
731029,Andorra,Europe & Central Asia,High income,89.11,0.41,0.0,48432.0,76.990553,40.0,3.0,0.0,43.4264,88.9471,82.337,0.0,0.0,85.64205000000001,34.3173575,24.02215025,23.763445,16.6344115,15.078165000000002,12.6656586
731029,Angola,Sub-Saharan Africa,Lower middle income,1211.54,0.15,0.29,2371.0,40.8737194,30.0,1.0,34.4879,20.3881,20.3926,24.8354,42.3977,0.0,22.614,24.14436,24.14436,18.81019,18.81019,23.6076,23.6076
731029,Argentina,Latin America & Caribbean,Upper middle income,8587.53,-0.07,0.04,13858.0,54.4269792,10.0,1.0,63.8014,0.8864,60.5101,46.4136,5.848,60.0,53.46185,50.423177499999994,50.423177499999994,27.811435,27.811435,31.906085,31.906085
731029,Armenia,Europe & Central Asia,Upper middle income,439.52,0.19,0.05,8722.0,53.18181515,10.0,2.0,19.3271,23.9334,49.9882,44.4311,7.3099,60.0,47.209649999999996,35.0466975,29.789692875,28.727710000000002,24.4185535,30.802149999999997,28.337978
731029,Aruba,Latin America & Caribbean,High income,67.45,1.17,0.09,35714.0,73.3457880166667,6.0,2.0,0.0,100.0,82.0242,76.5342,13.1579,76.0,79.2792,49.805615,42.33477275,59.44371,50.527153500000004,50.333185,46.306530200000005
731029,Australia,East Asia & Pacific,High income,29055.41,0.01,0.37,68583.0,83.153201,0.0,1.0,82.0511,7.9781,96.8532,92.1485,54.0936,100.0,94.50085,80.2956725,80.2956725,49.959445,49.959445,67.78467,67.78467
731029,Austria,Europe & Central Asia,High income,29008.38,0.09,0.0,57377.0,78.7659543666667,2.7,1.0,82.0269,15.0697,92.7988,85.1636,0.0,89.2,88.9812,74.739805,74.739805,44.31654999999999,44.31654999999999,46.121265,46.121265
731029,Azerbaijan,Europe & Central Asia,Upper middle income,1330.19,0.31,0.02,7189.0,47.7258799666667,5.0,2.0,35.8857,34.5676,45.5958,35.7447,2.924,80.0,40.670249999999996,42.39754249999999,36.037911124999994,37.84094,32.164799,37.864135,34.8350042
731029,"Bahamas, The",Latin America & Caribbean,High income,1771.86,0.24,0.0,36749.0,67.1215922833333,40.0,2.0,40.1759,28.3647,82.6735,66.6246,0.0,0.0,74.64905,43.0252025,36.571422125,23.418934999999998,19.906094749999998,15.7372,14.478224
