Hs Code,国家全称,Region,Income Group,2024年世界进口额,可用年平均增长率（AAGR）,2024年向中国进口金额占总进口额比重,2024年人均GDP,2024年治理水平,2023 Average Tariff Raw（%）,置信度,市场规模-标准得分,市场成长性-标准得分,市场成熟度-标准得分,营商环境质量-标准得分,中国供应链匹配度-标准得分,关税友好度-标准得分,市场质量-标准得分,稳健发展型_base_score,稳健发展型_final_score,潜力增长型_base_score,潜力增长型_final_score,国货蓝海型_base_score,国货蓝海型_final_score
841311,Albania,Europe & Central Asia,Upper middle income,452.94,0.44,0.1,9442.0,55.25938775,0.0,1.0,27.6608,24.3354,51.6444,47.7388,14.9254,100.0,49.691599999999994,45.25315,45.25315,39.128209999999996,39.128209999999996,46.60944,46.60944
841311,Andorra,Europe & Central Asia,High income,122.33,1.74,0.0,48432.0,76.990553,45.0,3.0,2.619,77.037,87.6357,82.337,0.0,0.0,84.98635,38.3655725,26.855900749999996,35.854434999999995,25.098104499999994,20.316085,17.065511400000002
841311,Angola,Sub-Saharan Africa,Lower middle income,1234.11,1.15,0.25,2371.0,40.8737194,0.0,1.0,46.8962,53.2115,21.2308,24.8354,37.3134,100.0,23.033099999999997,46.662074999999994,46.662074999999994,51.693105,51.693105,58.034345,58.034345
841311,Antigua and Barbuda,Latin America & Caribbean,High income,205.37,1.49,,24438.0,65.9228614,5.0,2.0,12.5121,66.966,72.5779,64.7161,,75.0,68.64699999999999,,,,,,
841311,Argentina,Latin America & Caribbean,Upper middle income,6625.95,0.32,0.01,13858.0,54.4269792,14.0,1.0,79.1806,19.4421,60.0904,46.4136,1.4925,30.0,53.252,52.870245,52.870245,30.156275,30.156275,25.681950000000004,25.681950000000004
841311,Armenia,Europe & Central Asia,Upper middle income,1542.12,0.33,0.05,8722.0,53.18181515,0.0,2.0,51.1748,19.85,49.8984,44.4311,7.4627,100.0,47.16475,51.776977499999994,44.01043087499999,40.086465,34.07349524999999,45.4234,41.789528000000004
841311,Aruba,Latin America & Caribbean,High income,109.9,8.08,0.01,35714.0,73.3457880166667,12.0,2.0,0.5774,100.0,80.9299,76.5342,1.4925,40.0,78.73205,43.8329325,37.257992625,51.109065,43.44270525,35.453320000000005,32.61705440000001
841311,Australia,East Asia & Pacific,High income,27484.18,0.0,0.09,68583.0,83.153201,0.0,1.0,100.0,6.3861,95.2939,92.1485,13.4328,100.0,93.7212,84.11267,84.11267,47.950535,47.950535,55.031515000000006,55.031515000000006
841311,Austria,Europe & Central Asia,High income,6164.46,0.02,0.0,57377.0,78.7659543666667,1.7,1.0,77.7935,7.2022,91.3666,85.1636,0.0,91.5,88.2651,72.56572999999999,72.56572999999999,41.316305,41.316305,45.13619,45.13619
841311,Azerbaijan,Europe & Central Asia,Upper middle income,1460.67,0.22,0.0,7189.0,47.7258799666667,15.0,2.0,50.1327,15.3629,45.6437,35.7447,0.0,25.0,40.6942,37.075705,31.51434925,21.96634,18.671388999999998,18.887124999999997,17.376154999999997
841311,"Bahamas, The",Latin America & Caribbean,High income,442.13,0.37,0.01,36749.0,67.1215922833333,45.0,2.0,27.1976,21.4813,81.5588,66.6246,1.4925,0.0,74.0917,37.67401,32.0229085,19.156515000000002,16.283037750000002,13.8735,12.763620000000001
