Hs Code,国家全称,Region,Income Group,2024年世界进口额,可用年平均增长率（AAGR）,2024年向中国进口金额占总进口额比重,2024年人均GDP,2024年治理水平,2023 Average Tariff Raw（%）,置信度,市场规模-标准得分,市场成长性-标准得分,市场成熟度-标准得分,营商环境质量-标准得分,中国供应链匹配度-标准得分,关税友好度-标准得分,市场质量-标准得分,稳健发展型_base_score,稳健发展型_final_score,潜力增长型_base_score,潜力增长型_final_score,国货蓝海型_base_score,国货蓝海型_final_score
630251,Albania,Europe & Central Asia,Upper middle income,156.06,3.92,0.29,9442.0,55.25938775,10.0,1.0,34.1649,100.0,47.5901,45.8984,37.2272,82.8914,46.74425,52.613272499999994,52.613272499999994,65.10016,65.10016,60.987855,60.987855
630251,Andorra,Europe & Central Asia,High income,123.51,0.46,,48432.0,76.990553,58.45,2.0,30.6925,22.9766,86.4515,81.715,,0.0,84.08324999999999,,,,,,
630251,Angola,Sub-Saharan Africa,Lower middle income,254.16,0.28,0.29,2371.0,40.8737194,50.0,1.0,41.4202,14.9098,14.7512,22.1885,37.2272,14.4568,18.46985,26.482377500000002,26.482377500000002,19.892525,19.892525,25.592035000000003,25.592035000000003
630251,Antigua and Barbuda,Latin America & Caribbean,High income,63.83,0.42,,24438.0,65.9228614,20.0,2.0,20.935,21.1844,70.193,63.4736,,65.7827,66.8333,,,,,,
630251,Argentina,Latin America & Caribbean,Upper middle income,153.69,0.05,0.14,13858.0,54.4269792,35.0,1.0,33.9375,4.5967,56.7097,44.5265,17.9718,40.1198,50.6181,36.97069,36.97069,21.58242,21.58242,27.471135,27.471135
630251,Armenia,Europe & Central Asia,Upper middle income,253.36,1.03,,8722.0,53.18181515,58.45,2.0,41.3733,48.4651,45.7049,42.4742,,0.0,44.08955,,,,,,
630251,Aruba,Latin America & Caribbean,High income,124.87,0.21,0.2,35714.0,73.3457880166667,6.0,2.0,30.855,11.7715,79.211,75.7078,25.6739,89.7348,77.4594,53.831104999999994,45.75643924999999,37.008565000000004,31.457280250000004,48.50347000000001,44.62319240000001
630251,Australia,East Asia & Pacific,High income,10893.96,0.11,0.33,68583.0,83.153201,0.0,1.0,97.5501,7.2874,94.7205,91.872,42.362,100.0,93.29625,84.6430625,84.6430625,50.74893,50.74893,65.004445,65.004445
630251,Austria,Europe & Central Asia,High income,10634.89,0.06,0.02,57377.0,78.7659543666667,12.0,1.0,97.1902,5.0452,90.48,84.6411,2.5674,79.4696,87.56055,77.2160925,77.2160925,41.251065000000004,41.251065000000004,43.971325,43.971325
630251,Azerbaijan,Europe & Central Asia,Upper middle income,201.58,-0.06,0.12,7189.0,47.7258799666667,15.0,2.0,37.9701,0.0,41.1109,33.4819,15.4044,74.337,37.296400000000006,38.264045,32.52443825,25.832995000000004,21.958045750000004,35.21929,32.401746800000005
630251,"Bahamas, The",Latin America & Caribbean,High income,350.22,0.44,0.04,36749.0,67.1215922833333,0.0,2.0,46.1975,22.0805,79.8901,65.4493,5.1348,100.0,72.6697,59.068310000000004,50.2080635,42.43825,36.072512499999995,46.995975,43.236297
630251,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,300.08,0.19,0.4,28305.0,56.7693615666667,5.0,1.0,43.8944,10.8748,73.6846,48.3871,51.3479,91.4457,61.035849999999996,54.097317499999996,54.097317499999996,39.917855,39.917855,57.529720000000005,57.529720000000005
630251,Barbados,Latin America & Caribbean,High income,272.0,0.22,0.01,25349.0,71.4890781666667,20.0,2.0,42.4306,12.2199,71.0629,72.6476,1.2837,65.7827,71.85525,51.15362749999999,43.480583374999995,31.11199,26.4451915,33.445675,30.770021000000003
630251,Belgium,Europe & Central Asia,High income,12308.27,0.08,0.18,56727.0,76.1162218,12.0,1.0,99.3749,5.9421,90.2092,80.2739,23.1065,79.4696,85.24154999999999,78.2857325,78.2857325,43.714695,43.714695,51.281115,51.281115
630251,Belize,Latin America & Caribbean,Upper middle income,96.79,1.53,,8233.0,54.88326505,20.0,1.0,27.0808,70.7047,44.3336,45.2785,,65.7827,44.80605,,,,,,
630251,Bermuda,North America,High income,91.57,0.25,,137254.0,71.1976183666667,15.0,1.0,26.2606,13.5649,100.0,72.1673,,74.337,86.08365,,,,,,
630251,Bolivia,Latin America & Caribbean,Lower middle income,41.4,-0.05,,3898.0,40.51303425,40.0,1.0,14.5864,0.1121,26.5645,21.594,,31.5654,24.079250000000002,,,,,,
630251,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,569.35,0.12,,9074.0,47.4241911,15.0,2.0,53.4465,7.7359,46.6453,32.9847,,74.337,39.815,,,,,,
