Hs Code,国家全称,Region,Income Group,2024年世界进口额,可用年平均增长率（AAGR）,2024年向中国进口金额占总进口额比重,2024年人均GDP,2024年治理水平,2023 Average Tariff Raw（%）,置信度,市场规模-标准得分,市场成长性-标准得分,市场成熟度-标准得分,营商环境质量-标准得分,中国供应链匹配度-标准得分,关税友好度-标准得分,市场质量-标准得分,稳健发展型_base_score,稳健发展型_final_score,潜力增长型_base_score,潜力增长型_final_score,国货蓝海型_base_score,国货蓝海型_final_score
520831,Albania,Europe & Central Asia,Upper middle income,315.43,0.21,0.02,9442.0,55.25938775,0.0,1.0,48.3207,10.0278,48.1568,47.7388,2.0202,100.0,47.9478,49.797765,49.797765,35.754635,35.754635,41.83809000000001,41.83809000000001
520831,Argentina,Latin America & Caribbean,Upper middle income,315.42,0.46,0.99,13858.0,54.4269792,26.0,2.0,48.3203,15.9374,57.3641,46.4136,100.0,22.619,51.888850000000005,45.0597925,38.300823625,32.53882,27.657997,54.197225,49.861447000000005
520831,Armenia,Europe & Central Asia,Upper middle income,10.52,0.27,0.0,8722.0,53.18181515,10.0,2.0,2.1648,11.4466,46.2535,44.4311,0.0,70.2381,45.3423,28.30786,24.061681,22.91288,19.475948,27.53913,25.3359996
520831,Australia,East Asia & Pacific,High income,236.21,-0.14,0.99,68583.0,83.153201,0.0,2.0,44.3062,1.75,95.7407,92.1485,100.0,100.0,93.94460000000001,68.56278,58.278363,46.65289,39.6549565,79.08758,72.7605736
520831,Austria,Europe & Central Asia,High income,945.18,0.09,0.0,57377.0,78.7659543666667,8.0,2.0,63.5806,7.1899,91.4594,85.1636,0.0,76.1905,88.3115,65.3098,55.513329999999996,36.122805,30.70438425,39.124845,35.9948574
520831,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,87.36,2.0,0.16,28305.0,56.7693615666667,5.0,1.0,30.5483,52.0561,74.5024,50.1429,16.1616,85.119,62.322649999999996,51.28637249999999,51.28637249999999,47.674105000000004,47.674105000000004,48.287769999999995,48.287769999999995
520831,Barbados,Latin America & Caribbean,High income,35.61,26.27,,25349.0,71.4890781666667,5.0,2.0,18.2731,100.0,71.8555,73.5781,,85.119,72.7168,,,,,,
520831,Belgium,Europe & Central Asia,High income,145.82,-0.33,0.99,56727.0,76.1162218,8.0,2.0,37.6227,0.0,91.186,80.945,100.0,76.1905,86.0655,59.719445,50.76152825,39.488055,33.56484675,70.22597,64.60789240000001
520831,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,55.81,-0.0,0.06,9074.0,47.4241911,10.0,2.0,24.3946,5.0612,47.2029,35.2644,6.0606,70.2381,41.23365,34.3147525,29.167539624999996,24.207655000000003,20.57650675,30.514645,28.0734734
520831,Brazil,Latin America & Caribbean,Upper middle income,2786.61,0.48,0.99,10279.0,50.9093833333333,26.0,2.0,78.6339,16.41,50.1949,40.8132,100.0,22.619,45.50405,53.4821325,45.459812625,36.61279,31.120871499999996,56.660995,52.1281154
520831,Bulgaria,Europe & Central Asia,High income,777.99,0.03,0.01,16506.0,56.3543963,8.0,1.0,60.8717,5.7708,61.5602,49.4822,1.0101,76.1905,55.5212,52.79367500000001,52.79367500000001,32.041765,32.041765,35.715595,35.715595
520831,Cape Verde,Sub-Saharan Africa,Upper middle income,0.25,0.71,,5140.0,65.9810694166667,20.0,2.0,0.0,21.8403,33.5651,64.8088,,40.4762,49.18695,,,,,,
520831,Cambodia,East Asia & Pacific,Lower middle income,1140.34,1.19,0.99,2663.0,41.3201718333333,0.0,2.0,66.1931,33.1415,17.788,25.5462,100.0,100.0,21.667099999999998,54.06522,45.955436999999996,53.6952,45.64092,78.757245,72.4566654
520831,Canada,North America,High income,498.12,-0.14,0.38,55553.0,80.6948209166667,0.0,1.0,54.67,1.75,90.6841,88.2345,38.3838,100.0,89.4593,67.53944499999999,67.53944499999999,41.59731,41.59731,58.10976000000001,58.10976000000001
520831,Colombia,Latin America & Caribbean,Upper middle income,848.88,0.58,0.93,7843.0,50.0432358,10.0,1.0,62.0852,18.7719,43.7045,39.4342,93.9394,70.2381,41.56935,53.3889675,53.3889675,43.481440000000006,43.481440000000006,67.13146,67.13146
520831,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,10.03,1.35,0.03,2714.0,47.3445076666667,20.0,2.0,1.5592,36.8957,18.2431,35.1376,3.0303,40.4762,26.69035,19.799857499999998,16.829878875,24.214679999999998,20.582478,21.562775000000002,19.837753000000003
520831,Croatia,Europe & Central Asia,High income,88.43,0.14,,23843.0,63.8111137666667,8.0,1.0,30.716,8.3724,70.3856,61.354,,76.1905,65.8698,,,,,,
520831,Czech Republic,Europe & Central Asia,High income,86.31,-0.06,0.0,32094.0,75.6573415666667,8.0,1.0,30.3818,3.6421,77.5172,80.2144,0.0,76.1905,78.86580000000001,50.029445,50.029445,28.956685,28.956685,34.328225,34.328225
520831,Denmark,Europe & Central Asia,High income,468.73,0.92,0.02,71216.0,88.0847232166667,8.0,1.0,53.8245,26.7908,96.6448,100.0,2.0202,76.1905,98.3224,67.46007999999999,67.46007999999999,42.722815000000004,42.722815000000004,42.79753,42.79753
520831,Ecuador,Latin America & Caribbean,Upper middle income,31.95,4.35,0.14,6716.0,45.4722697833333,48.22,2.0,16.8057,100.0,39.9822,32.1568,14.1414,0.0,36.0695,29.21339,24.8313815,42.541945,36.160653249999996,25.237009999999998,23.2180492
