Hs Code,国家全称,Region,Income Group,2024年世界进口额,可用年平均增长率（AAGR）,2024年向中国进口金额占总进口额比重,2024年人均GDP,2024年治理水平,2023 Average Tariff Raw（%）,置信度,市场规模-标准得分,市场成长性-标准得分,市场成熟度-标准得分,营商环境质量-标准得分,中国供应链匹配度-标准得分,关税友好度-标准得分,市场质量-标准得分,稳健发展型_base_score,稳健发展型_final_score,潜力增长型_base_score,潜力增长型_final_score,国货蓝海型_base_score,国货蓝海型_final_score
842831,Angola,Sub-Saharan Africa,Lower middle income,283.09,6.21,,2371.0,40.8737194,0.0,2.0,45.1208,18.5371,15.802,22.6541,,100.0,19.22805,,,,,,
842831,Australia,East Asia & Pacific,High income,2704.24,1.73,0.0,68583.0,83.153201,4.0,2.0,83.3299,5.5207,93.1702,93.8002,0.0,91.1111,93.48519999999999,76.10401999999999,64.68841699999999,42.002469999999995,35.702099499999996,45.842945,42.1755094
842831,Austria,Europe & Central Asia,High income,10317.7,0.59,,57377.0,78.7659543666667,0.0,1.0,100.0,1.9674,89.0676,86.4175,,100.0,87.74255,,,,,,
842831,"Bahamas, The",Latin America & Caribbean,High income,452.13,4.22,,36749.0,67.1215922833333,45.0,2.0,53.0365,13.0001,78.8221,66.8229,,0.0,72.8225,,,,,,
842831,Belgium,Europe & Central Asia,High income,2982.45,2.88,,56727.0,76.1162218,45.0,2.0,84.9896,9.0373,88.8056,81.9587,,0.0,85.38215,,,,,,
842831,Bolivia,Latin America & Caribbean,Lower middle income,30.54,5.65,0.19,3898.0,40.51303425,5.0,2.0,7.8546,17.0249,27.231,22.0472,19.3878,88.8889,24.6391,27.37801,23.2713085,29.317375000000002,24.91976875,39.255505,36.115064600000004
842831,Botswana,Sub-Saharan Africa,Upper middle income,1865.1,2046.71,,7789.0,64.8598461833333,0.0,2.0,77.0341,100.0,43.1475,63.017,,100.0,53.08225,,,,,,
842831,Brunei,East Asia & Pacific,High income,18.95,1772.08,,33263.0,67.4435937666667,0.0,1.0,0.0891,100.0,76.5302,67.3648,,100.0,71.94749999999999,,,,,,
842831,Burkina Faso,Sub-Saharan Africa,Low income,864.17,55.97,,966.0,39.7831222,5.0,2.0,64.0017,76.1943,0.0,20.8189,,88.8889,10.40945,,,,,,
842831,Canada,North America,High income,5960.19,1.48,0.0,55553.0,80.6948209166667,0.0,2.0,96.7252,4.7458,88.3247,89.6634,0.0,100.0,88.99405,80.4763175,68.40486987499999,45.069215,38.30883275,49.283795,45.3410914
842831,Chile,Latin America & Caribbean,High income,684.26,15.33,0.02,16636.0,69.76376425,0.0,2.0,60.0492,38.196,60.5971,71.2691,2.0408,100.0,65.9331,63.015445,53.56312825,49.17337,41.7973645,49.04191,45.118557200000005
842831,Colombia,Latin America & Caribbean,Upper middle income,1270.67,3.06,0.0,7843.0,50.0432358,0.0,1.0,70.5318,9.5791,43.3063,38.0842,0.0,100.0,40.69525,54.8873775,54.8873775,38.00198,38.00198,42.559569999999994,42.559569999999994
842831,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,934.75,1.47,0.87,668.0,27.4112052666667,5.0,2.0,65.3313,4.7147,0.0,0.0,88.7755,88.8889,0.0,41.109535,34.94310475,38.10517,32.3893945,64.97842999999999,59.78015559999999
842831,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,16.12,6.19,,2714.0,47.3445076666667,5.0,2.0,0.0,18.4837,18.9079,33.5429,,88.8889,26.2254,,,,,,
842831,Croatia,Europe & Central Asia,High income,65.46,2.61,,23843.0,63.8111137666667,45.0,2.0,20.4914,8.2199,68.8736,61.2522,,0.0,65.0629,,,,,,
842831,Czech Republic,Europe & Central Asia,High income,18.84,0.79,,32094.0,75.6573415666667,45.0,2.0,0.0,2.5938,75.7075,81.1865,,0.0,78.447,,,,,,
842831,Ecuador,Latin America & Caribbean,Upper middle income,25.1,0.38,,6716.0,45.4722697833333,10.0,1.0,4.6448,1.3089,39.7394,30.3924,,77.7778,35.0659,,,,,,
842831,"Egypt, Arab Rep.","Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,895.5,0.53,,2645.0,41.6013743333333,45.0,2.0,64.6048,1.7793,18.3159,23.8786,,0.0,21.09725,,,,,,
842831,Estonia,Europe & Central Asia,High income,135.29,421.45,,31220.0,79.5180832833333,45.0,2.0,32.6677,100.0,75.0726,87.6832,,0.0,81.3779,,,,,,
842831,France,Europe & Central Asia,High income,1492.67,1.12,,45961.0,72.1121890333333,45.0,2.0,73.2598,3.6251,83.9659,75.2209,,0.0,79.5934,,,,,,
842831,Germany,Europe & Central Asia,High income,2315.1,0.64,,55102.0,80.23854045,0.0,1.0,80.6968,2.1241,88.1372,88.8956,,100.0,88.5164,,,,,,
842831,India,South Asia,Lower middle income,5390.54,2.82,0.65,2682.0,53.1102808333333,7.5,1.0,95.0223,8.8562,18.6353,43.2453,66.3265,83.3333,30.9403,60.78885,60.78885,43.746354999999994,43.746354999999994,62.138954999999996,62.138954999999996
842831,Indonesia,East Asia & Pacific,Upper middle income,1031.54,1.43,0.97,4924.0,51.8624433333333,0.0,1.0,67.0001,4.5905,32.6031,41.1455,98.9796,100.0,36.8743,56.76407,56.76407,45.24208,45.24208,75.71887500000001,75.71887500000001
842831,Ireland,Europe & Central Asia,High income,83.95,-0.04,,107190.0,82.2353917166667,45.0,2.0,24.653,0.0,100.0,92.2558,,0.0,96.1279,,,,,,
842831,Israel,"Middle East, North Africa, Afghanistan & Pakistan",High income,268.0,0.67,,57514.0,64.86203815,6.7,2.0,44.1954,2.218,89.1225,63.0206,,85.1111,76.07155,,,,,,
842831,Italy,Europe & Central Asia,High income,73.35,0.03,,39936.0,67.5126612333333,0.0,1.0,22.3934,0.2103,80.7346,67.481,,100.0,74.1078,,,,,,
842831,Japan,East Asia & Pacific,High income,2663.89,7.47,0.02,32453.0,81.2880644666667,0.0,1.0,83.0751,21.802,75.9633,90.6616,2.0408,100.0,83.31245000000001,75.5178825,75.5178825,48.62729,48.62729,50.623335,50.623335
842831,Kazakhstan,Europe & Central Asia,Upper middle income,700.29,2.34,0.22,14007.0,51.7217678,0.0,1.0,60.4412,7.3971,56.6416,40.9088,22.449,100.0,48.7752,55.0879,55.0879,38.777585,38.777585,49.888355000000004,49.888355000000004
842831,Kenya,Sub-Saharan Africa,Lower middle income,48.54,0.42,0.08,2169.0,44.8551881166667,0.0,2.0,15.5099,1.4344,13.7552,29.354,8.1633,100.0,21.5546,28.524179999999998,24.245552999999997,25.800314999999998,21.93026775,36.77876499999999,33.8364638
842831,"Korea, Rep.",East Asia & Pacific,High income,17.27,-0.44,0.99,36143.0,73.35827115,0.0,2.0,0.0,0.0,78.4397,77.3177,100.0,100.0,77.87870000000001,47.257545,40.16891325,37.78787,32.1196895,72.78787,66.9648404
842831,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,20.47,-0.15,,32267.0,57.8910858666667,5.0,2.0,1.334,0.0,75.8311,51.2902,,88.8889,63.56065,,,,,,
842831,Kyrgyz Republic,Europe & Central Asia,Lower middle income,142.29,1.41,0.12,2240.0,41.0970939833333,5.0,2.0,33.5169,4.5283,14.4956,23.03,12.2449,88.8889,18.7628,32.696304999999995,27.791859249999995,27.490990000000004,23.367341500000002,36.8596,33.910832
842831,Lithuania,Europe & Central Asia,High income,34.34,12.32,,29696.0,76.4487010166667,45.0,2.0,9.7833,32.6506,73.9217,82.5182,,0.0,78.21995,,,,,,
842831,Luxembourg,Europe & Central Asia,High income,1083.24,58.9,,134702.0,86.8375027166667,45.0,2.0,67.8284,77.7724,100.0,100.0,,0.0,100.0,,,,,,
842831,Malaysia,East Asia & Pacific,Upper middle income,84.85,2.18,0.03,11864.0,63.7780785666667,5.0,1.0,24.8317,6.9072,52.8234,61.1966,3.0612,88.8889,57.01,42.82171,42.82171,29.927175000000005,29.927175000000005,36.95834,36.95834
842831,Mali,Sub-Saharan Africa,Low income,58.95,0.71,,898.0,32.3512489,5.0,2.0,18.7436,2.3433,0.0,8.3129,,88.8889,4.15645,,,,,,
842831,Mongolia,East Asia & Pacific,Upper middle income,41.66,2.78,,6644.0,53.8218316,5.0,2.0,12.9749,8.7353,39.4916,44.4427,,88.8889,41.967150000000004,,,,,,
842831,Netherlands,Europe & Central Asia,High income,7.65,4.92,,67206.0,83.2138482333333,45.0,2.0,0.0,14.9987,92.7038,93.9023,,0.0,93.30305,,,,,,
842831,Norway,Europe & Central Asia,High income,2249.16,21.48,,87079.0,86.3987591666667,0.0,1.0,80.2071,47.4574,98.661,99.2617,,100.0,98.96135000000001,,,,,,
842831,Oman,"Middle East, North Africa, Afghanistan & Pakistan",High income,213.91,0.35,,20134.0,61.4704948666667,5.0,2.0,40.3893,1.2148,64.9855,57.3135,,88.8889,61.1495,,,,,,
842831,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,78.92,17.62,0.0,1512.0,35.8091397333333,0.0,2.0,23.6182,41.929,5.4618,14.1317,0.0,100.0,9.79675,30.8881325,26.254912625,39.197555,33.317921750000004,39.630845,36.460377400000006
842831,Peru,Latin America & Caribbean,Upper middle income,856.11,3.23,,8419.0,49.5847117166667,0.0,1.0,63.843,10.0882,44.9359,37.3126,,100.0,41.12425,,,,,,
842831,Philippines,East Asia & Pacific,Lower middle income,21.22,14.95,0.01,3986.0,49.4720718333333,0.0,2.0,1.9161,37.5384,27.7443,37.1231,1.0204,100.0,32.4337,30.82729,26.2031965,36.771265,31.25557525,39.422880000000006,36.26904960000001
842831,Poland,Europe & Central Asia,High income,6073.31,2.56,0.01,23587.0,67.5602709833333,0.0,1.0,97.0439,8.068,68.6254,67.5611,1.0204,100.0,68.09325,73.6558225,73.6558225,44.29174999999999,44.29174999999999,48.081055000000006,48.081055000000006
842831,Portugal,Europe & Central Asia,High income,234.25,6.61,,29452.0,71.718717,45.0,2.0,41.9225,19.5943,73.732,74.5588,,0.0,74.1454,,,,,,
842831,Saudi Arabia,"Middle East, North Africa, Afghanistan & Pakistan",High income,2366.96,28.69,0.99,31955.0,58.5256212833333,5.0,2.0,81.0723,55.8793,75.6077,52.358,100.0,88.8889,63.98285,74.6905675,63.486982375,65.894665,56.01046525,84.55408,77.7897536
842831,Senegal,Sub-Saharan Africa,Lower middle income,692.72,13.34,,1748.0,54.9426960333333,5.0,2.0,60.2572,34.6195,8.7952,46.3288,,88.8889,27.562,,,,,,
842831,Singapore,East Asia & Pacific,High income,8142.12,27.24,0.02,92583.0,82.9833729,0.0,1.0,100.0,54.3463,100.0,93.5144,2.0408,100.0,96.7572,89.40168999999999,89.40168999999999,63.90100499999999,63.90100499999999,58.541945,58.541945
842831,Slovenia,Europe & Central Asia,High income,27.41,7.39,,34204.0,71.4743562,45.0,2.0,6.0826,21.6004,77.1717,74.1476,,0.0,75.65965,,,,,,
842831,South Africa,Sub-Saharan Africa,Upper middle income,57.92,6.67,0.02,6205.0,54.1559016333333,0.0,2.0,18.4498,19.7512,37.9198,45.0048,2.0408,100.0,41.4623,38.046395000000004,32.33943575,34.030699999999996,28.926094999999997,39.66817,36.4947164
842831,Spain,Europe & Central Asia,High income,223.05,0.41,,35921.0,69.2845020833333,45.0,2.0,41.0954,1.403,78.298,70.4626,,0.0,74.3803,,,,,,
842831,Sweden,Europe & Central Asia,High income,626.82,34.81,,57167.0,84.12249085,0.0,1.0,58.5649,61.6654,88.9833,95.4313,,100.0,92.2073,,,,,,
842831,Switzerland,Europe & Central Asia,High income,1435.02,0.67,,105257.0,85.6597840833333,0.0,1.0,72.5925,2.218,100.0,98.0182,,100.0,99.00909999999999,,,,,,
842831,Tanzania,Sub-Saharan Africa,Lower middle income,141.59,124.79,0.24,1191.0,47.7999627166667,0.0,1.0,33.4339,100.0,0.0,34.3093,24.4898,100.0,17.15465,43.930482500000004,43.930482500000004,64.17953,64.17953,58.630285,58.630285
842831,Turkey,Europe & Central Asia,Upper middle income,8107.34,1.13,0.94,15130.0,44.5671816833333,0.0,1.0,100.0,3.6563,58.4151,28.8693,95.9184,100.0,43.6422,70.43632,70.43632,50.235765,50.235765,78.484105,78.484105
842831,Ukraine,Europe & Central Asia,Upper middle income,3927.58,1.8,,5055.0,47.0074907166667,0.0,2.0,89.6554,5.7372,33.2068,32.9758,,100.0,33.091300000000004,,,,,,
842831,United Arab Emirates,"Middle East, North Africa, Afghanistan & Pakistan",High income,138.51,-0.06,0.05,48763.0,67.7977494,5.0,2.0,33.0636,0.0,85.3268,67.9607,5.102,88.8889,76.64375000000001,51.9860075,44.188106375,30.911895000000005,26.275110750000003,39.423105,36.2692566
842831,United Kingdom,Europe & Central Asia,High income,7297.01,2.33,,52865.0,76.7036831666667,0.0,1.0,100.0,7.3665,87.1842,82.9472,,100.0,85.06569999999999,,,,,,
842831,United States,North America,High income,5423.92,0.43,0.04,84492.0,72.3322074333333,0.0,2.0,95.127,1.4657,97.9675,75.5911,4.0816,100.0,86.7793,79.017855,67.16517675,43.868135,37.28791475,49.839045000000006,45.85192140000001
842831,Vietnam,East Asia & Pacific,Lower middle income,2443.81,0.02,0.1,4499.0,49.68997885,0.0,2.0,81.6138,0.179,30.5278,37.4898,10.2041,100.0,34.0088,55.99601499999999,47.59661274999999,36.72601,31.217108500000002,45.160545000000006,41.54770140000001
842831,Zambia,Sub-Saharan Africa,Lower middle income,99.12,51.24,0.99,1214.0,48.1678426833333,15.0,2.0,27.4387,73.4694,0.4175,34.9284,100.0,66.6667,17.67295,38.1360225,32.415619125,54.93072999999999,46.69112049999999,70.531585,64.88905820000001
842831,Zimbabwe,Sub-Saharan Africa,Lower middle income,129.36,2.78,,1858.0,35.0641541166667,0.0,2.0,31.9135,8.7353,10.1979,12.8781,,100.0,11.538,,,,,,
