Hs Code,国家全称,Region,Income Group,2024年世界进口额,可用年平均增长率（AAGR）,2024年向中国进口金额占总进口额比重,2024年人均GDP,2024年治理水平,2023 Average Tariff Raw（%）,置信度,市场规模-标准得分,市场成长性-标准得分,市场成熟度-标准得分,营商环境质量-标准得分,中国供应链匹配度-标准得分,关税友好度-标准得分,市场质量-标准得分,稳健发展型_base_score,稳健发展型_final_score,潜力增长型_base_score,潜力增长型_final_score,国货蓝海型_base_score,国货蓝海型_final_score
540760,Albania,Europe & Central Asia,Upper middle income,6607.12,56.14,0.15,9442.0,55.25938775,0.0,2.0,70.3272,100.0,50.793,47.7388,14.2857,0,49.2659,52.57187,44.686089499999994,51.90424,44.118604,31.959305,29.4025606
540760,Andorra,Europe & Central Asia,High income,12.13,3.85,,48432.0,76.990553,0.0,3.0,0.0,100.0,87.3782,82.337,,0,84.8576,,,,,,
540760,Angola,Sub-Saharan Africa,Lower middle income,446.55,0.38,0.99,2371.0,40.8737194,0.0,3.0,38.2,12.4744,19.8774,24.8354,100.0,0,22.3564,27.44218,19.209526,22.33168,15.632175999999998,42.9268,36.058512
540760,Argentina,Latin America & Caribbean,Upper middle income,14267.65,0.08,0.27,13858.0,54.4269792,0.0,2.0,79.5129,4.6788,59.3784,46.4136,26.5306,0,52.896,48.137525,40.91689624999999,21.507175,18.281098749999998,23.228420000000003,21.370146400000003
540760,Armenia,Europe & Central Asia,Upper middle income,15110.88,0.89,0.01,8722.0,53.18181515,0.0,3.0,80.1981,25.703,49.0182,44.4311,0.0,0,46.72465,46.9932625,32.89528375,25.69823,17.988760999999997,16.547725,13.900089
540760,Aruba,Latin America & Caribbean,High income,6.67,0.93,0.0,35714.0,73.3457880166667,0.0,3.0,0.0,26.7385,80.5618,76.5342,0.0,0,78.548,30.16565,21.115955,17.213275,12.049292499999998,11.865575,9.967082999999999
540760,Australia,East Asia & Pacific,High income,17959.83,0.13,0.62,68583.0,83.153201,0.0,2.0,82.2591,5.9784,95.1629,92.1485,62.2449,0,93.6557,65.28026499999999,55.488225249999985,30.021365000000003,25.51816025,40.273955,37.0520386
540760,Austria,Europe & Central Asia,High income,5935.99,0.03,0.03,57377.0,78.7659543666667,0.0,2.0,69.0492,3.3791,91.1708,85.1636,2.0408,0,88.16720000000001,55.46569,47.1458365,20.560865,17.47673525,16.942785000000004,15.587362200000005
540760,Azerbaijan,Europe & Central Asia,Upper middle income,3019.07,-0.06,0.99,7189.0,47.7258799666667,0.0,3.0,60.9833,1.0397,44.6932,35.7447,100.0,0,40.21895,40.52475749999999,28.36733024999999,23.533285,16.4732995,45.276180000000004,38.0319912
540760,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,980.3,-0.1,0.81,28305.0,56.7693615666667,0.0,2.0,47.5686,0.0,75.3591,50.1429,81.6327,0,62.751,42.693495,36.28947075,21.573660000000004,18.337611000000003,39.603405,36.4351326
