Hs Code,国家全称,Region,Income Group,2024年世界进口额,可用年平均增长率（AAGR）,2024年向中国进口金额占总进口额比重,2024年人均GDP,2024年治理水平,2023 Average Tariff Raw（%）,置信度,市场规模-标准得分,市场成长性-标准得分,市场成熟度-标准得分,营商环境质量-标准得分,中国供应链匹配度-标准得分,关税友好度-标准得分,市场质量-标准得分,稳健发展型_base_score,稳健发展型_final_score,潜力增长型_base_score,潜力增长型_final_score,国货蓝海型_base_score,国货蓝海型_final_score
844120,Angola,Sub-Saharan Africa,Lower middle income,134.95,3.66,0.63,2371.0,40.8737194,0.0,1.0,28.1528,11.4669,22.0804,24.8354,62.1252,100.0,23.457900000000002,37.316694999999996,37.316694999999996,36.794645,36.794645,58.624925000000005,58.624925000000005
844120,Argentina,Latin America & Caribbean,Upper middle income,1012.14,0.75,0.8,13858.0,54.4269792,2.0,1.0,58.7611,2.7438,62.3567,46.4136,80.0105,79.0576,54.385149999999996,55.73473249999999,55.73473249999999,39.02558,39.02558,63.447149999999986,63.447149999999986
844120,Armenia,Europe & Central Asia,Upper middle income,78.12,0.88,0.99,8722.0,53.18181515,0.0,2.0,19.9035,3.1427,51.7932,44.4311,100.0,100.0,48.11215,44.119747499999995,37.501785375,38.896685000000005,33.062182250000006,72.27297000000002,66.49113240000001
844120,Australia,East Asia & Pacific,High income,1551.75,3.83,0.25,68583.0,83.153201,0.0,1.0,65.2678,11.957,98.8437,92.1485,22.1462,100.0,95.4961,73.570375,73.570375,45.739349999999995,45.739349999999995,55.62111000000001,55.62111000000001
844120,Austria,Europe & Central Asia,High income,1112.02,176.66,,57377.0,78.7659543666667,1.7,2.0,60.1939,100.0,94.7732,85.1636,,82.199,89.9684,,,,,,
844120,Azerbaijan,Europe & Central Asia,Upper middle income,865.45,2.32,0.0,7189.0,47.7258799666667,0.0,2.0,56.3776,7.5167,47.3833,35.7447,0.0,100.0,41.564,50.03123,42.5265455,35.243885000000006,29.957302250000005,40.921665,37.6479318
844120,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,98.88,0.81,0.99,28305.0,56.7693615666667,5.0,1.0,23.4543,2.928,78.6511,50.1429,100.0,47.644,64.39699999999999,43.187355,43.187355,30.511445,30.511445,58.51753,58.51753
844120,Belgium,Europe & Central Asia,High income,2062.85,0.41,0.05,56727.0,76.1162218,1.7,1.0,69.6041,1.699,94.5133,80.945,1.1047,82.199,87.72915,67.62162249999999,67.62162249999999,36.358450000000005,36.358450000000005,41.03451999999999,41.03451999999999
844120,Bolivia,Latin America & Caribbean,Lower middle income,83.67,3.96,0.21,3898.0,40.51303425,0.0,1.0,20.9366,12.3299,33.4201,24.2612,17.9379,100.0,28.840649999999997,34.5519225,34.5519225,32.13381,32.13381,43.105475,43.105475
844120,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,317.86,0.12,0.46,9074.0,47.4241911,0.0,2.0,41.1437,0.8065,52.6958,35.2644,44.2399,100.0,43.9801,47.085975,40.023078749999996,35.27583,29.9844555,54.11732,49.787934400000005
