Hs Code,国家全称,Region,Income Group,2024年世界进口额,可用年平均增长率（AAGR）,2024年向中国进口金额占总进口额比重,2024年人均GDP,2024年治理水平,2023 Average Tariff Raw（%）,置信度,市场规模-标准得分,市场成长性-标准得分,市场成熟度-标准得分,营商环境质量-标准得分,中国供应链匹配度-标准得分,关税友好度-标准得分,市场质量-标准得分,稳健发展型_base_score,稳健发展型_final_score,潜力增长型_base_score,潜力增长型_final_score,国货蓝海型_base_score,国货蓝海型_final_score
854511,Andorra,Europe & Central Asia,High income,2.87,0.49,,48432.0,76.990553,45.0,2.0,0.0,37.8742,85.9518,82.3072,,0.0,84.12950000000001,,,,,,
854511,Angola,Sub-Saharan Africa,Lower middle income,1932.98,36.73,0.99,2371.0,40.8737194,2.0,2.0,56.2481,100.0,10.5036,22.3493,100.0,80.0,16.42645,52.4360925,44.570678625,71.07986,60.417880999999994,81.267455,74.76605860000001
854511,Argentina,Latin America & Caribbean,Upper middle income,21617.73,0.2,0.21,13858.0,54.4269792,2.0,1.0,83.798,22.3219,54.6553,44.8492,20.4082,80.0,49.752250000000004,61.9951875,61.9951875,43.39841,43.39841,47.84618,47.84618
854511,Armenia,Europe & Central Asia,Upper middle income,1166.31,0.33,0.99,8722.0,53.18181515,3.75,2.0,50.4861,29.2955,43.0753,42.7821,100.0,62.5,42.9287,49.99972999999999,42.49977049999999,44.61921,37.926328500000004,67.485805,62.0869406
854511,Australia,East Asia & Pacific,High income,15428.29,0.06,0.4,68583.0,83.153201,0.0,1.0,79.9486,14.8099,94.653,92.5379,39.7959,100.0,93.59545,79.2112025,79.2112025,50.51489,50.51489,63.50445500000001,63.50445500000001
854511,Austria,Europe & Central Asia,High income,6218.65,-0.1,0.02,57377.0,78.7659543666667,2.7,1.0,69.5796,6.224,90.1909,85.2545,1.0204,73.0,87.7227,66.67922499999999,66.67922499999999,36.089650000000006,36.089650000000006,38.92097,38.92097
854511,Azerbaijan,Europe & Central Asia,Upper middle income,3427.21,0.2,0.99,7189.0,47.7258799666667,0.0,2.0,62.7814,22.3219,38.2411,33.7246,100.0,100.0,35.98285,56.7996775,48.279725875,50.82816,43.203936,78.22471000000002,71.96673320000002
854511,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,22341.66,0.45,0.03,28305.0,56.7693615666667,5.0,1.0,84.1739,35.7301,72.5175,48.7378,2.0408,50.0,60.62765,61.8555925,61.8555925,41.398465,41.398465,35.55395,35.55395
854511,Belgium,Europe & Central Asia,High income,24939.12,-0.15,0.13,56727.0,76.1162218,2.7,1.0,85.4291,3.5411,89.9059,80.8557,12.2449,73.0,85.3808,71.69981999999999,71.69981999999999,38.41632,38.41632,43.79787,43.79787
854511,Bolivia,Latin America & Caribbean,Lower middle income,758.32,431.75,0.03,3898.0,40.51303425,5.0,1.0,45.5783,100.0,22.9344,21.7505,2.0408,50.0,22.34245,41.3743025,41.3743025,54.27507,54.27507,37.506355,37.506355
854511,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,3867.66,0.02,,9074.0,47.4241911,0.0,2.0,64.1608,12.6634,44.0648,33.2238,,100.0,38.6443,,,,,,
854511,Botswana,Sub-Saharan Africa,Upper middle income,11.73,1.59,,7789.0,64.8598461833333,0.0,2.0,0.0,96.5579,40.2459,62.1689,,100.0,51.2074,,,,,,
854511,Brazil,Latin America & Caribbean,Upper middle income,49456.54,0.05,0.54,10279.0,50.9093833333333,10.0,1.0,93.2426,14.2733,47.1833,39.0096,54.0816,0.0,43.096450000000004,51.85007749999999,51.85007749999999,28.69985,28.69985,34.70346000000001,34.70346000000001
854511,Bulgaria,Europe & Central Asia,High income,2018.24,-0.15,0.24,16506.0,56.3543963,2.7,1.0,56.7405,3.5411,59.0287,48.0489,23.4694,73.0,53.5388,51.07533499999999,51.07533499999999,32.051280000000006,32.051280000000006,41.673384999999996,41.673384999999996
854511,Cameroon,Sub-Saharan Africa,Lower middle income,1261.87,0.13,0.97,1816.0,35.33635815,10.0,2.0,51.3841,18.5661,3.8367,13.1566,97.9592,0.0,8.496649999999999,27.712832499999998,23.555907624999996,24.851335,21.123634749999997,43.05871,39.6140132
854511,Canada,North America,High income,65786.49,-0.05,0.35,55553.0,80.6948209166667,0.0,1.0,96.4988,8.9071,89.3828,88.4567,34.6939,100.0,88.91975,82.5218975,82.5218975,49.95367,49.95367,62.020785000000004,62.020785000000004
854511,Chile,Latin America & Caribbean,High income,5422.3,0.15,0.89,16636.0,69.76376425,0.0,1.0,68.016,19.6392,59.2249,70.3099,89.7959,100.0,64.7674,67.927905,67.927905,52.53245,52.53245,77.65278500000001,77.65278500000001
854511,Colombia,Latin America & Caribbean,Upper middle income,8531.14,0.04,0.65,7843.0,50.0432358,0.0,1.0,73.1874,13.7367,40.4187,37.5717,65.3061,100.0,38.9952,58.90288499999999,58.90288499999999,46.216085,46.216085,66.1359,66.1359
854511,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,1133.26,0.01,0.99,668.0,27.4112052666667,10.0,3.0,50.1583,12.1268,0.0,0.0,100.0,0.0,0.0,23.768084999999996,16.637659499999994,21.768124999999998,15.237687499999998,41.83485,35.141274
854511,Costa Rica,Latin America & Caribbean,High income,177.91,1.49,0.05,18566.0,68.4449775666667,0.0,2.0,29.0808,91.2542,61.9702,68.1206,4.0816,100.0,65.0454,57.273669999999996,48.682619499999994,63.213789999999996,53.73172149999999,54.52931,50.16696520000001
854511,Croatia,Europe & Central Asia,High income,937.13,1.69,0.99,23843.0,63.8111137666667,2.7,2.0,47.9917,100.0,68.2269,60.4279,100.0,73.0,64.3274,65.261685,55.47243225,73.231495,62.246770749999996,83.13190999999999,76.48135719999999
854511,Czech Republic,Europe & Central Asia,High income,7093.89,-0.1,0.68,32094.0,75.6573415666667,2.7,1.0,71.0822,6.224,75.6597,80.0939,68.3673,73.0,77.8768,67.126415,67.126415,42.06514,42.06514,61.658055,61.658055
854511,Ecuador,Latin America & Caribbean,Upper middle income,3802.36,0.13,0.43,6716.0,45.4722697833333,0.0,1.0,63.9665,18.5661,36.5391,29.9834,42.8571,100.0,33.26125,53.0291775,53.0291775,43.704945,43.704945,57.507675,57.507675
