Hs Code,国家全称,Region,Income Group,2024年世界进口额,可用年平均增长率（AAGR）,2024年向中国进口金额占总进口额比重,2024年人均GDP,2024年治理水平,2023 Average Tariff Raw（%）,置信度,市场规模-标准得分,市场成长性-标准得分,市场成熟度-标准得分,营商环境质量-标准得分,中国供应链匹配度-标准得分,关税友好度-标准得分,市场质量-标准得分,稳健发展型_base_score,稳健发展型_final_score,潜力增长型_base_score,潜力增长型_final_score,国货蓝海型_base_score,国货蓝海型_final_score
741122,Angola,Sub-Saharan Africa,Lower middle income,697.97,4.14,,2371.0,40.8737194,2.0,1.0,58.9609,22.268,6.1487,24.8354,,92.0,15.492049999999999,,,,,,
741122,Argentina,Latin America & Caribbean,Upper middle income,1339.23,1.05,0.35,13858.0,54.4269792,14.0,1.0,67.4262,6.3061,52.1469,46.4136,34.6939,44.0,49.28025,49.8125625,49.8125625,29.51848,29.51848,37.959424999999996,37.959424999999996
741122,Australia,East Asia & Pacific,High income,1746.45,0.02,0.19,68583.0,83.153201,0.0,1.0,70.8764,0.8029,93.8174,92.1485,18.3673,100.0,92.98295,73.34942749999999,73.34942749999999,42.0475,42.0475,52.93492500000001,52.93492500000001
741122,Austria,Europe & Central Asia,High income,292.77,0.02,,57377.0,78.7659543666667,4.8,1.0,47.6891,0.8029,89.1686,85.1636,,80.8,87.1661,,,,,,
741122,Azerbaijan,Europe & Central Asia,Upper middle income,406.45,7.78,,7189.0,47.7258799666667,15.0,1.0,51.9429,38.9901,35.0463,35.7447,,40.0,35.3955,,,,,,
741122,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,239.31,1.68,0.45,28305.0,56.7693615666667,5.0,1.0,45.077,9.6469,70.7562,50.1429,44.898,80.0,60.44955,52.1438825,52.1438825,36.67272,36.67272,51.71399,51.71399
741122,Belgium,Europe & Central Asia,High income,74.93,-0.17,0.99,56727.0,76.1162218,25.0,2.0,30.0951,0.0,88.8718,80.945,100.0,0.0,84.9084,45.251225,38.46354125,23.005105,19.554339249999998,46.50035,42.780322
741122,Brazil,Latin America & Caribbean,Upper middle income,4775.26,0.77,0.39,10279.0,50.9093833333333,14.0,1.0,83.9517,4.8135,44.3624,40.8132,38.7755,44.0,42.5878,53.308949999999996,53.308949999999996,31.213810000000002,31.213810000000002,40.147400000000005,40.147400000000005
741122,Bulgaria,Europe & Central Asia,High income,303.05,2.68,,16506.0,56.3543963,25.0,2.0,48.1363,14.8751,56.7032,49.4822,,0.0,53.0927,,,,,,
741122,Canada,North America,High income,4353.73,0.1,0.19,55553.0,80.6948209166667,0.0,1.0,82.7502,1.2311,88.3268,88.2345,18.3673,100.0,88.28065000000001,75.9022725,75.9022725,43.50821,43.50821,53.716305000000006,53.716305000000006
